"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"TUR","EXCH","TOT","NATUSD","A","1985",0.000522,
"TUR","EXCH","TOT","NATUSD","A","1986",0.000675,
"TUR","EXCH","TOT","NATUSD","A","1987",0.000857,
"TUR","EXCH","TOT","NATUSD","A","1988",0.001422,
"TUR","EXCH","TOT","NATUSD","A","1989",0.002122,
"TUR","EXCH","TOT","NATUSD","A","1990",0.002609,
"TUR","EXCH","TOT","NATUSD","A","1991",0.004172,
"TUR","EXCH","TOT","NATUSD","A","1992",0.006872,
"TUR","EXCH","TOT","NATUSD","A","1993",0.010985,
"TUR","EXCH","TOT","NATUSD","A","1994",0.029609,
"TUR","EXCH","TOT","NATUSD","A","1995",0.045845,
"TUR","EXCH","TOT","NATUSD","A","1996",0.081405,
"TUR","EXCH","TOT","NATUSD","A","1997",0.151865,
"TUR","EXCH","TOT","NATUSD","A","1998",0.260724,
"TUR","EXCH","TOT","NATUSD","A","1999",0.418783,
"TUR","EXCH","TOT","NATUSD","A","2000",0.625219,
"TUR","EXCH","TOT","NATUSD","A","2001",1.225588,
"TUR","EXCH","TOT","NATUSD","A","2002",1.507226,
"TUR","EXCH","TOT","NATUSD","A","2003",1.500885,
"TUR","EXCH","TOT","NATUSD","A","2004",1.425537,
"TUR","EXCH","TOT","NATUSD","A","2005",1.343583,
"TUR","EXCH","TOT","NATUSD","A","2006",1.428453,
"TUR","EXCH","TOT","NATUSD","A","2007",1.302931,
"TUR","EXCH","TOT","NATUSD","A","2008",1.301522,
"TUR","EXCH","TOT","NATUSD","A","2009",1.54996,
"TUR","EXCH","TOT","NATUSD","A","2010",1.502849,
"TUR","EXCH","TOT","NATUSD","A","2011",1.674955,
"TUR","EXCH","TOT","NATUSD","A","2012",1.796001,
"TUR","EXCH","TOT","NATUSD","A","2013",1.903768,
"TUR","EXCH","TOT","NATUSD","A","2014",2.188542,
"TUR","EXCH","TOT","NATUSD","A","2015",2.720009,
"TUR","EXCH","TOT","NATUSD","A","2016",3.020135,
"TUR","EXCH","TOT","NATUSD","A","2017",3.648133,
"TUR","EXCH","TOT","NATUSD","A","2018",4.82837,
"TUR","EXCH","TOT","NATUSD","A","2019",5.673819,
"GBR","EXCH","TOT","NATUSD","A","1950",0.357143,
"GBR","EXCH","TOT","NATUSD","A","1951",0.357143,
"GBR","EXCH","TOT","NATUSD","A","1952",0.357143,
"GBR","EXCH","TOT","NATUSD","A","1953",0.357143,
"GBR","EXCH","TOT","NATUSD","A","1954",0.357143,
"GBR","EXCH","TOT","NATUSD","A","1955",0.357143,
"GBR","EXCH","TOT","NATUSD","A","1956",0.357143,
"GBR","EXCH","TOT","NATUSD","A","1957",0.357143,
"GBR","EXCH","TOT","NATUSD","A","1958",0.357143,
"GBR","EXCH","TOT","NATUSD","A","1959",0.357143,
"GBR","EXCH","TOT","NATUSD","A","1960",0.357143,
"GBR","EXCH","TOT","NATUSD","A","1961",0.357143,
"GBR","EXCH","TOT","NATUSD","A","1962",0.357143,
"GBR","EXCH","TOT","NATUSD","A","1963",0.357143,
"GBR","EXCH","TOT","NATUSD","A","1964",0.357143,
"GBR","EXCH","TOT","NATUSD","A","1965",0.357143,
"GBR","EXCH","TOT","NATUSD","A","1966",0.357143,
"GBR","EXCH","TOT","NATUSD","A","1967",0.362103,
"GBR","EXCH","TOT","NATUSD","A","1968",0.416667,
"GBR","EXCH","TOT","NATUSD","A","1969",0.416667,
"GBR","EXCH","TOT","NATUSD","A","1970",0.416667,
"GBR","EXCH","TOT","NATUSD","A","1971",0.41092,
"GBR","EXCH","TOT","NATUSD","A","1972",0.40039,
"GBR","EXCH","TOT","NATUSD","A","1973",0.408171,
"GBR","EXCH","TOT","NATUSD","A","1974",0.427756,
"GBR","EXCH","TOT","NATUSD","A","1975",0.452041,
"GBR","EXCH","TOT","NATUSD","A","1976",0.55651,
"GBR","EXCH","TOT","NATUSD","A","1977",0.573272,
"GBR","EXCH","TOT","NATUSD","A","1978",0.521505,
"GBR","EXCH","TOT","NATUSD","A","1979",0.472181,
"GBR","EXCH","TOT","NATUSD","A","1980",0.430295,
"GBR","EXCH","TOT","NATUSD","A","1981",0.497641,
"GBR","EXCH","TOT","NATUSD","A","1982",0.572447,
"GBR","EXCH","TOT","NATUSD","A","1983",0.659725,
"GBR","EXCH","TOT","NATUSD","A","1984",0.751807,
"GBR","EXCH","TOT","NATUSD","A","1985",0.779246,
"GBR","EXCH","TOT","NATUSD","A","1986",0.682197,
"GBR","EXCH","TOT","NATUSD","A","1987",0.611927,
"GBR","EXCH","TOT","NATUSD","A","1988",0.56217,
"GBR","EXCH","TOT","NATUSD","A","1989",0.611173,
"GBR","EXCH","TOT","NATUSD","A","1990",0.563177,
"GBR","EXCH","TOT","NATUSD","A","1991",0.567015,
"GBR","EXCH","TOT","NATUSD","A","1992",0.569774,
"GBR","EXCH","TOT","NATUSD","A","1993",0.666757,
"GBR","EXCH","TOT","NATUSD","A","1994",0.653427,
"GBR","EXCH","TOT","NATUSD","A","1995",0.633668,
"GBR","EXCH","TOT","NATUSD","A","1996",0.640958,
"GBR","EXCH","TOT","NATUSD","A","1997",0.610836,
"GBR","EXCH","TOT","NATUSD","A","1998",0.603824,
"GBR","EXCH","TOT","NATUSD","A","1999",0.618057,
"GBR","EXCH","TOT","NATUSD","A","2000",0.660931,
"GBR","EXCH","TOT","NATUSD","A","2001",0.694655,
"GBR","EXCH","TOT","NATUSD","A","2002",0.667223,
"GBR","EXCH","TOT","NATUSD","A","2003",0.612472,
"GBR","EXCH","TOT","NATUSD","A","2004",0.54618,
"GBR","EXCH","TOT","NATUSD","A","2005",0.549998,
"GBR","EXCH","TOT","NATUSD","A","2006",0.543487,
"GBR","EXCH","TOT","NATUSD","A","2007",0.499772,
"GBR","EXCH","TOT","NATUSD","A","2008",0.543966,
"GBR","EXCH","TOT","NATUSD","A","2009",0.641919,
"GBR","EXCH","TOT","NATUSD","A","2010",0.647179,
"GBR","EXCH","TOT","NATUSD","A","2011",0.624141,
"GBR","EXCH","TOT","NATUSD","A","2012",0.633047,
"GBR","EXCH","TOT","NATUSD","A","2013",0.639661,
"GBR","EXCH","TOT","NATUSD","A","2014",0.60773,
"GBR","EXCH","TOT","NATUSD","A","2015",0.654545,
"GBR","EXCH","TOT","NATUSD","A","2016",0.740634,
"GBR","EXCH","TOT","NATUSD","A","2017",0.776977,
"GBR","EXCH","TOT","NATUSD","A","2018",0.749532,
"GBR","EXCH","TOT","NATUSD","A","2019",0.783445,
"GBR","EXCH","TOT","NATUSD","A","2020",0.78,
"USA","EXCH","TOT","NATUSD","A","1950",1,
"USA","EXCH","TOT","NATUSD","A","1951",1,
"USA","EXCH","TOT","NATUSD","A","1952",1,
"USA","EXCH","TOT","NATUSD","A","1953",1,
"USA","EXCH","TOT","NATUSD","A","1954",1,
"USA","EXCH","TOT","NATUSD","A","1955",1,
"USA","EXCH","TOT","NATUSD","A","1956",1,
"USA","EXCH","TOT","NATUSD","A","1957",1,
"USA","EXCH","TOT","NATUSD","A","1958",1,
"USA","EXCH","TOT","NATUSD","A","1959",1,
"USA","EXCH","TOT","NATUSD","A","1960",1,
"USA","EXCH","TOT","NATUSD","A","1961",1,
"USA","EXCH","TOT","NATUSD","A","1962",1,
"USA","EXCH","TOT","NATUSD","A","1963",1,
"USA","EXCH","TOT","NATUSD","A","1964",1,
"USA","EXCH","TOT","NATUSD","A","1965",1,
"USA","EXCH","TOT","NATUSD","A","1966",1,
"USA","EXCH","TOT","NATUSD","A","1967",1,
"USA","EXCH","TOT","NATUSD","A","1968",1,
"USA","EXCH","TOT","NATUSD","A","1969",1,
"USA","EXCH","TOT","NATUSD","A","1970",1,
"USA","EXCH","TOT","NATUSD","A","1971",1,
"USA","EXCH","TOT","NATUSD","A","1972",1,
"USA","EXCH","TOT","NATUSD","A","1973",1,
"USA","EXCH","TOT","NATUSD","A","1974",1,
"USA","EXCH","TOT","NATUSD","A","1975",1,
"USA","EXCH","TOT","NATUSD","A","1976",1,
"USA","EXCH","TOT","NATUSD","A","1977",1,
"USA","EXCH","TOT","NATUSD","A","1978",1,
"USA","EXCH","TOT","NATUSD","A","1979",1,
"USA","EXCH","TOT","NATUSD","A","1980",1,
"USA","EXCH","TOT","NATUSD","A","1981",1,
"USA","EXCH","TOT","NATUSD","A","1982",1,
"USA","EXCH","TOT","NATUSD","A","1983",1,
"USA","EXCH","TOT","NATUSD","A","1984",1,
"USA","EXCH","TOT","NATUSD","A","1985",1,
"USA","EXCH","TOT","NATUSD","A","1986",1,
"USA","EXCH","TOT","NATUSD","A","1987",1,
"USA","EXCH","TOT","NATUSD","A","1988",1,
"USA","EXCH","TOT","NATUSD","A","1989",1,
"USA","EXCH","TOT","NATUSD","A","1990",1,
"USA","EXCH","TOT","NATUSD","A","1991",1,
"USA","EXCH","TOT","NATUSD","A","1992",1,
"USA","EXCH","TOT","NATUSD","A","1993",1,
"USA","EXCH","TOT","NATUSD","A","1994",1,
"USA","EXCH","TOT","NATUSD","A","1995",1,
"USA","EXCH","TOT","NATUSD","A","1996",1,
"USA","EXCH","TOT","NATUSD","A","1997",1,
"USA","EXCH","TOT","NATUSD","A","1998",1,
"USA","EXCH","TOT","NATUSD","A","1999",1,
"USA","EXCH","TOT","NATUSD","A","2000",1,
"USA","EXCH","TOT","NATUSD","A","2001",1,
"USA","EXCH","TOT","NATUSD","A","2002",1,
"USA","EXCH","TOT","NATUSD","A","2003",1,
"USA","EXCH","TOT","NATUSD","A","2004",1,
"USA","EXCH","TOT","NATUSD","A","2005",1,
"USA","EXCH","TOT","NATUSD","A","2006",1,
"USA","EXCH","TOT","NATUSD","A","2007",1,
"USA","EXCH","TOT","NATUSD","A","2008",1,
"USA","EXCH","TOT","NATUSD","A","2009",1,
"USA","EXCH","TOT","NATUSD","A","2010",1,
"USA","EXCH","TOT","NATUSD","A","2011",1,
"USA","EXCH","TOT","NATUSD","A","2012",1,
"USA","EXCH","TOT","NATUSD","A","2013",1,
"USA","EXCH","TOT","NATUSD","A","2014",1,
"USA","EXCH","TOT","NATUSD","A","2015",1,
"USA","EXCH","TOT","NATUSD","A","2016",1,
"USA","EXCH","TOT","NATUSD","A","2017",1,
"USA","EXCH","TOT","NATUSD","A","2018",1,
"USA","EXCH","TOT","NATUSD","A","2019",1,
"USA","EXCH","TOT","NATUSD","A","2020",1,
"BRA","EXCH","TOT","NATUSD","A","1950",0,
"BRA","EXCH","TOT","NATUSD","A","1951",0,
"BRA","EXCH","TOT","NATUSD","A","1952",0,
"BRA","EXCH","TOT","NATUSD","A","1953",0,
"BRA","EXCH","TOT","NATUSD","A","1954",0,
"BRA","EXCH","TOT","NATUSD","A","1955",0,
"BRA","EXCH","TOT","NATUSD","A","1956",0,
"BRA","EXCH","TOT","NATUSD","A","1957",0,
"BRA","EXCH","TOT","NATUSD","A","1958",0,
"BRA","EXCH","TOT","NATUSD","A","1959",0,
"BRA","EXCH","TOT","NATUSD","A","1960",0,
"BRA","EXCH","TOT","NATUSD","A","1961",0,
"BRA","EXCH","TOT","NATUSD","A","1962",0,
"BRA","EXCH","TOT","NATUSD","A","1963",0,
"BRA","EXCH","TOT","NATUSD","A","1964",0,
"BRA","EXCH","TOT","NATUSD","A","1965",0,
"BRA","EXCH","TOT","NATUSD","A","1966",0,
"BRA","EXCH","TOT","NATUSD","A","1967",0,
"BRA","EXCH","TOT","NATUSD","A","1968",0,
"BRA","EXCH","TOT","NATUSD","A","1969",0,
"BRA","EXCH","TOT","NATUSD","A","1970",0,
"BRA","EXCH","TOT","NATUSD","A","1971",0,
"BRA","EXCH","TOT","NATUSD","A","1972",0,
"BRA","EXCH","TOT","NATUSD","A","1973",0,
"BRA","EXCH","TOT","NATUSD","A","1974",0,
"BRA","EXCH","TOT","NATUSD","A","1975",0,
"BRA","EXCH","TOT","NATUSD","A","1976",0,
"BRA","EXCH","TOT","NATUSD","A","1977",0,
"BRA","EXCH","TOT","NATUSD","A","1978",0,
"BRA","EXCH","TOT","NATUSD","A","1979",0,
"BRA","EXCH","TOT","NATUSD","A","1980",0,
"BRA","EXCH","TOT","NATUSD","A","1981",0,
"BRA","EXCH","TOT","NATUSD","A","1982",0,
"BRA","EXCH","TOT","NATUSD","A","1983",0,
"BRA","EXCH","TOT","NATUSD","A","1984",0,
"BRA","EXCH","TOT","NATUSD","A","1985",0,
"BRA","EXCH","TOT","NATUSD","A","1986",0,
"BRA","EXCH","TOT","NATUSD","A","1987",0,
"BRA","EXCH","TOT","NATUSD","A","1988",0,
"BRA","EXCH","TOT","NATUSD","A","1989",0.000001,
"BRA","EXCH","TOT","NATUSD","A","1990",0.00003,
"BRA","EXCH","TOT","NATUSD","A","1991",0.000176,
"BRA","EXCH","TOT","NATUSD","A","1992",0.001953,
"BRA","EXCH","TOT","NATUSD","A","1993",0.038277,
"BRA","EXCH","TOT","NATUSD","A","1994",0.664684,
"BRA","EXCH","TOT","NATUSD","A","1995",0.917667,
"BRA","EXCH","TOT","NATUSD","A","1996",1.0051,
"BRA","EXCH","TOT","NATUSD","A","1997",1.077992,
"BRA","EXCH","TOT","NATUSD","A","1998",1.160517,
"BRA","EXCH","TOT","NATUSD","A","1999",1.813933,
"BRA","EXCH","TOT","NATUSD","A","2000",1.829423,
"BRA","EXCH","TOT","NATUSD","A","2001",2.349632,
"BRA","EXCH","TOT","NATUSD","A","2002",2.920363,
"BRA","EXCH","TOT","NATUSD","A","2003",3.077475,
"BRA","EXCH","TOT","NATUSD","A","2004",2.925119,
"BRA","EXCH","TOT","NATUSD","A","2005",2.43439,
"BRA","EXCH","TOT","NATUSD","A","2006",2.175327,
"BRA","EXCH","TOT","NATUSD","A","2007",1.947058,
"BRA","EXCH","TOT","NATUSD","A","2008",1.833767,
"BRA","EXCH","TOT","NATUSD","A","2009",1.999428,
"BRA","EXCH","TOT","NATUSD","A","2010",1.759227,
"BRA","EXCH","TOT","NATUSD","A","2011",1.672829,
"BRA","EXCH","TOT","NATUSD","A","2012",1.953069,
"BRA","EXCH","TOT","NATUSD","A","2013",2.156089,
"BRA","EXCH","TOT","NATUSD","A","2014",2.352952,
"BRA","EXCH","TOT","NATUSD","A","2015",3.326904,
"BRA","EXCH","TOT","NATUSD","A","2016",3.491313,
"BRA","EXCH","TOT","NATUSD","A","2017",3.191389,
"BRA","EXCH","TOT","NATUSD","A","2018",3.653825,
"BRA","EXCH","TOT","NATUSD","A","2019",3.944471,
"BRA","EXCH","TOT","NATUSD","A","2020",5.155179,
"CHL","EXCH","TOT","NATUSD","A","1950",0.000048,
"CHL","EXCH","TOT","NATUSD","A","1951",0.000056,
"CHL","EXCH","TOT","NATUSD","A","1952",0.000062,
"CHL","EXCH","TOT","NATUSD","A","1953",0.000071,
"CHL","EXCH","TOT","NATUSD","A","1954",0.000092,
"CHL","EXCH","TOT","NATUSD","A","1955",0.000162,
"CHL","EXCH","TOT","NATUSD","A","1956",0.000336,
"CHL","EXCH","TOT","NATUSD","A","1957",0.000521,
"CHL","EXCH","TOT","NATUSD","A","1958",0.000705,
"CHL","EXCH","TOT","NATUSD","A","1959",0.000944,
"CHL","EXCH","TOT","NATUSD","A","1960",0.001049,
"CHL","EXCH","TOT","NATUSD","A","1961",0.00105,
"CHL","EXCH","TOT","NATUSD","A","1962",0.001058,
"CHL","EXCH","TOT","NATUSD","A","1963",0.001622,
"CHL","EXCH","TOT","NATUSD","A","1964",0.002307,
"CHL","EXCH","TOT","NATUSD","A","1965",0.003157,
"CHL","EXCH","TOT","NATUSD","A","1966",0.003851,
"CHL","EXCH","TOT","NATUSD","A","1967",0.005068,
"CHL","EXCH","TOT","NATUSD","A","1968",0.006876,
"CHL","EXCH","TOT","NATUSD","A","1969",0.008618,
"CHL","EXCH","TOT","NATUSD","A","1970",0.011278,
"CHL","EXCH","TOT","NATUSD","A","1971",0.012209,
"CHL","EXCH","TOT","NATUSD","A","1972",0.020835,
"CHL","EXCH","TOT","NATUSD","A","1973",0.071642,
"CHL","EXCH","TOT","NATUSD","A","1974",0.592826,
"CHL","EXCH","TOT","NATUSD","A","1975",4.910417,
"CHL","EXCH","TOT","NATUSD","A","1976",13.054167,
"CHL","EXCH","TOT","NATUSD","A","1977",21.535833,
"CHL","EXCH","TOT","NATUSD","A","1978",31.655833,
"CHL","EXCH","TOT","NATUSD","A","1979",37.245833,
"CHL","EXCH","TOT","NATUSD","A","1980",39,
"CHL","EXCH","TOT","NATUSD","A","1981",39,
"CHL","EXCH","TOT","NATUSD","A","1982",50.908333,
"CHL","EXCH","TOT","NATUSD","A","1983",78.788333,
"CHL","EXCH","TOT","NATUSD","A","1984",98.4775,
"CHL","EXCH","TOT","NATUSD","A","1985",160.86,
"CHL","EXCH","TOT","NATUSD","A","1986",192.93,
"CHL","EXCH","TOT","NATUSD","A","1987",219.406667,
"CHL","EXCH","TOT","NATUSD","A","1988",245.011667,
"CHL","EXCH","TOT","NATUSD","A","1989",266.954167,
"CHL","EXCH","TOT","NATUSD","A","1990",304.903333,
"CHL","EXCH","TOT","NATUSD","A","1991",349.215833,
"CHL","EXCH","TOT","NATUSD","A","1992",362.575833,
"CHL","EXCH","TOT","NATUSD","A","1993",404.165833,
"CHL","EXCH","TOT","NATUSD","A","1994",420.176667,
"CHL","EXCH","TOT","NATUSD","A","1995",396.773333,
"CHL","EXCH","TOT","NATUSD","A","1996",412.266667,
"CHL","EXCH","TOT","NATUSD","A","1997",419.295,
"CHL","EXCH","TOT","NATUSD","A","1998",460.2875,
"CHL","EXCH","TOT","NATUSD","A","1999",508.776667,
"CHL","EXCH","TOT","NATUSD","A","2000",539.5875,
"CHL","EXCH","TOT","NATUSD","A","2001",634.938333,
"CHL","EXCH","TOT","NATUSD","A","2002",688.936667,
"CHL","EXCH","TOT","NATUSD","A","2003",691.3975,
"CHL","EXCH","TOT","NATUSD","A","2004",609.529167,
"CHL","EXCH","TOT","NATUSD","A","2005",559.7675,
"CHL","EXCH","TOT","NATUSD","A","2006",530.275,
"CHL","EXCH","TOT","NATUSD","A","2007",522.464167,
"CHL","EXCH","TOT","NATUSD","A","2008",522.461036,
"CHL","EXCH","TOT","NATUSD","A","2009",560.859895,
"CHL","EXCH","TOT","NATUSD","A","2010",510.249167,
"CHL","EXCH","TOT","NATUSD","A","2011",483.6675,
"CHL","EXCH","TOT","NATUSD","A","2012",486.471303,
"CHL","EXCH","TOT","NATUSD","A","2013",495.272878,
"CHL","EXCH","TOT","NATUSD","A","2014",570.348216,
"CHL","EXCH","TOT","NATUSD","A","2015",654.124084,
"CHL","EXCH","TOT","NATUSD","A","2016",676.957736,
"CHL","EXCH","TOT","NATUSD","A","2017",648.833793,
"CHL","EXCH","TOT","NATUSD","A","2018",641.276813,
"CHL","EXCH","TOT","NATUSD","A","2019",702.897423,
"CHL","EXCH","TOT","NATUSD","A","2020",792.727206,
"CHN","EXCH","TOT","NATUSD","A","1957",2.461809,
"CHN","EXCH","TOT","NATUSD","A","1958",2.461809,
"CHN","EXCH","TOT","NATUSD","A","1959",2.461809,
"CHN","EXCH","TOT","NATUSD","A","1960",2.461809,
"CHN","EXCH","TOT","NATUSD","A","1961",2.461809,
"CHN","EXCH","TOT","NATUSD","A","1962",2.461809,
"CHN","EXCH","TOT","NATUSD","A","1963",2.461809,
"CHN","EXCH","TOT","NATUSD","A","1964",2.461809,
"CHN","EXCH","TOT","NATUSD","A","1965",2.461809,
"CHN","EXCH","TOT","NATUSD","A","1966",2.461809,
"CHN","EXCH","TOT","NATUSD","A","1967",2.461809,
"CHN","EXCH","TOT","NATUSD","A","1968",2.461809,
"CHN","EXCH","TOT","NATUSD","A","1969",2.461809,
"CHN","EXCH","TOT","NATUSD","A","1970",2.461809,
"CHN","EXCH","TOT","NATUSD","A","1971",2.461809,
"CHN","EXCH","TOT","NATUSD","A","1972",2.245066,
"CHN","EXCH","TOT","NATUSD","A","1973",1.989416,
"CHN","EXCH","TOT","NATUSD","A","1974",1.961107,
"CHN","EXCH","TOT","NATUSD","A","1975",1.859823,
"CHN","EXCH","TOT","NATUSD","A","1976",1.941415,
"CHN","EXCH","TOT","NATUSD","A","1977",1.857823,
"CHN","EXCH","TOT","NATUSD","A","1978",1.683589,
"CHN","EXCH","TOT","NATUSD","A","1979",1.554939,
"CHN","EXCH","TOT","NATUSD","A","1980",1.498386,
"CHN","EXCH","TOT","NATUSD","A","1981",1.704542,
"CHN","EXCH","TOT","NATUSD","A","1982",1.892542,
"CHN","EXCH","TOT","NATUSD","A","1983",1.975675,
"CHN","EXCH","TOT","NATUSD","A","1984",2.320042,
"CHN","EXCH","TOT","NATUSD","A","1985",2.936658,
"CHN","EXCH","TOT","NATUSD","A","1986",3.452792,
"CHN","EXCH","TOT","NATUSD","A","1987",3.7221,
"CHN","EXCH","TOT","NATUSD","A","1988",3.7221,
"CHN","EXCH","TOT","NATUSD","A","1989",3.765108,
"CHN","EXCH","TOT","NATUSD","A","1990",4.783208,
"CHN","EXCH","TOT","NATUSD","A","1991",5.323392,
"CHN","EXCH","TOT","NATUSD","A","1992",5.514592,
"CHN","EXCH","TOT","NATUSD","A","1993",5.761958,
"CHN","EXCH","TOT","NATUSD","A","1994",8.618743,
"CHN","EXCH","TOT","NATUSD","A","1995",8.351417,
"CHN","EXCH","TOT","NATUSD","A","1996",8.314175,
"CHN","EXCH","TOT","NATUSD","A","1997",8.289817,
"CHN","EXCH","TOT","NATUSD","A","1998",8.278958,
"CHN","EXCH","TOT","NATUSD","A","1999",8.27825,
"CHN","EXCH","TOT","NATUSD","A","2000",8.278504,
"CHN","EXCH","TOT","NATUSD","A","2001",8.277068,
"CHN","EXCH","TOT","NATUSD","A","2002",8.276958,
"CHN","EXCH","TOT","NATUSD","A","2003",8.277037,
"CHN","EXCH","TOT","NATUSD","A","2004",8.276801,
"CHN","EXCH","TOT","NATUSD","A","2005",8.194317,
"CHN","EXCH","TOT","NATUSD","A","2006",7.973438,
"CHN","EXCH","TOT","NATUSD","A","2007",7.607532,
"CHN","EXCH","TOT","NATUSD","A","2008",6.948655,
"CHN","EXCH","TOT","NATUSD","A","2009",6.831416,
"CHN","EXCH","TOT","NATUSD","A","2010",6.770269,
"CHN","EXCH","TOT","NATUSD","A","2011",6.461461,
"CHN","EXCH","TOT","NATUSD","A","2012",6.312333,
"CHN","EXCH","TOT","NATUSD","A","2013",6.195758,
"CHN","EXCH","TOT","NATUSD","A","2014",6.143434,
"CHN","EXCH","TOT","NATUSD","A","2015",6.227489,
"CHN","EXCH","TOT","NATUSD","A","2016",6.644478,
"CHN","EXCH","TOT","NATUSD","A","2017",6.758755,
"CHN","EXCH","TOT","NATUSD","A","2018",6.615957,
"CHN","EXCH","TOT","NATUSD","A","2019",6.908385,
"CHN","EXCH","TOT","NATUSD","A","2020",6.900767,
"COL","EXCH","TOT","NATUSD","A","1950",1.96,
"COL","EXCH","TOT","NATUSD","A","1951",2.4,
"COL","EXCH","TOT","NATUSD","A","1952",2.51,
"COL","EXCH","TOT","NATUSD","A","1953",2.51,
"COL","EXCH","TOT","NATUSD","A","1954",2.51,
"COL","EXCH","TOT","NATUSD","A","1955",2.51,
"COL","EXCH","TOT","NATUSD","A","1956",2.51,
"COL","EXCH","TOT","NATUSD","A","1957",3.7975,
"COL","EXCH","TOT","NATUSD","A","1958",6.4,
"COL","EXCH","TOT","NATUSD","A","1959",6.4,
"COL","EXCH","TOT","NATUSD","A","1960",6.635,
"COL","EXCH","TOT","NATUSD","A","1961",6.7,
"COL","EXCH","TOT","NATUSD","A","1962",6.901208,
"COL","EXCH","TOT","NATUSD","A","1963",9,
"COL","EXCH","TOT","NATUSD","A","1964",9,
"COL","EXCH","TOT","NATUSD","A","1965",10.475,
"COL","EXCH","TOT","NATUSD","A","1966",13.5,
"COL","EXCH","TOT","NATUSD","A","1967",14.506392,
"COL","EXCH","TOT","NATUSD","A","1968",16.290667,
"COL","EXCH","TOT","NATUSD","A","1969",17.320142,
"COL","EXCH","TOT","NATUSD","A","1970",18.4431,
"COL","EXCH","TOT","NATUSD","A","1971",19.931933,
"COL","EXCH","TOT","NATUSD","A","1972",21.865642,
"COL","EXCH","TOT","NATUSD","A","1973",23.636983,
"COL","EXCH","TOT","NATUSD","A","1974",26.064125,
"COL","EXCH","TOT","NATUSD","A","1975",30.928942,
"COL","EXCH","TOT","NATUSD","A","1976",34.693925,
"COL","EXCH","TOT","NATUSD","A","1977",36.774867,
"COL","EXCH","TOT","NATUSD","A","1978",39.094642,
"COL","EXCH","TOT","NATUSD","A","1979",42.549775,
"COL","EXCH","TOT","NATUSD","A","1980",47.280308,
"COL","EXCH","TOT","NATUSD","A","1981",54.49055,
"COL","EXCH","TOT","NATUSD","A","1982",64.084717,
"COL","EXCH","TOT","NATUSD","A","1983",78.8543,
"COL","EXCH","TOT","NATUSD","A","1984",100.817242,
"COL","EXCH","TOT","NATUSD","A","1985",142.311667,
"COL","EXCH","TOT","NATUSD","A","1986",194.261417,
"COL","EXCH","TOT","NATUSD","A","1987",242.6075,
"COL","EXCH","TOT","NATUSD","A","1988",299.173833,
"COL","EXCH","TOT","NATUSD","A","1989",382.568083,
"COL","EXCH","TOT","NATUSD","A","1990",502.25925,
"COL","EXCH","TOT","NATUSD","A","1991",633.045167,
"COL","EXCH","TOT","NATUSD","A","1992",759.282,
"COL","EXCH","TOT","NATUSD","A","1993",863.064683,
"COL","EXCH","TOT","NATUSD","A","1994",844.83589,
"COL","EXCH","TOT","NATUSD","A","1995",912.826415,
"COL","EXCH","TOT","NATUSD","A","1996",1036.686417,
"COL","EXCH","TOT","NATUSD","A","1997",1140.962942,
"COL","EXCH","TOT","NATUSD","A","1998",1426.037458,
"COL","EXCH","TOT","NATUSD","A","1999",1756.230848,
"COL","EXCH","TOT","NATUSD","A","2000",2087.903842,
"COL","EXCH","TOT","NATUSD","A","2001",2299.633156,
"COL","EXCH","TOT","NATUSD","A","2002",2504.241331,
"COL","EXCH","TOT","NATUSD","A","2003",2877.652458,
"COL","EXCH","TOT","NATUSD","A","2004",2628.612903,
"COL","EXCH","TOT","NATUSD","A","2005",2320.834177,
"COL","EXCH","TOT","NATUSD","A","2006",2361.139407,
"COL","EXCH","TOT","NATUSD","A","2007",2078.291837,
"COL","EXCH","TOT","NATUSD","A","2008",1967.711309,
"COL","EXCH","TOT","NATUSD","A","2009",2158.255903,
"COL","EXCH","TOT","NATUSD","A","2010",1898.569636,
"COL","EXCH","TOT","NATUSD","A","2011",1848.13947,
"COL","EXCH","TOT","NATUSD","A","2012",1796.895912,
"COL","EXCH","TOT","NATUSD","A","2013",1868.785327,
"COL","EXCH","TOT","NATUSD","A","2014",2001.781048,
"COL","EXCH","TOT","NATUSD","A","2015",2741.880855,
"COL","EXCH","TOT","NATUSD","A","2016",3054.121673,
"COL","EXCH","TOT","NATUSD","A","2017",2951.327402,
"COL","EXCH","TOT","NATUSD","A","2018",2955.70397,
"COL","EXCH","TOT","NATUSD","A","2019",3280.831631,
"COL","EXCH","TOT","NATUSD","A","2020",3694.854072,
"EST","EXCH","TOT","NATUSD","A","1993",0.845088,
"EST","EXCH","TOT","NATUSD","A","1994",0.830292,
"EST","EXCH","TOT","NATUSD","A","1995",0.732731,
"EST","EXCH","TOT","NATUSD","A","1996",0.769368,
"EST","EXCH","TOT","NATUSD","A","1997",0.887206,
"EST","EXCH","TOT","NATUSD","A","1998",0.899535,
"EST","EXCH","TOT","NATUSD","A","1999",0.938069,
"EST","EXCH","TOT","NATUSD","A","2000",1.084494,
"EST","EXCH","TOT","NATUSD","A","2001",1.117052,
"EST","EXCH","TOT","NATUSD","A","2002",1.061687,
"EST","EXCH","TOT","NATUSD","A","2003",0.885586,
