LOCATION,short_rate(t),short_rate(t+5y)
C0003,12.509313,9.530702
C0004,12.688959,10.177263
C0005,8.241114,4.310131
C0006,16.846289,14.959754
C0007,7.439925,6.100929
C0008,25.828267,18.265188
C0009,25.579548,16.656666
C0010,7.280492,13.994676
C0001,10.508688,3.731370
C0002,19.492877,13.312562
C0003,12.232004,9.622486
C0004,12.469565,10.706931
C0005,8.185796,4.311567
C0006,16.639437,15.197207
C0007,7.744908,6.285369
C0008,25.426657,18.033852
C0009,25.077518,16.571410
C0010,7.218166,13.550666
C0001,10.319203,3.611618
C0002,20.012600,13.403263
C0003,12.446061,9.792866
C0004,12.515839,10.749662
C0005,7.805606,4.525122
C0006,16.869578,14.877189
C0007,7.433392,6.245345
C0008,24.894192,18.014240
C0009,25.253856,17.009313
C0010,7.374239,13.500869
C0001,10.540890,3.479086
C0002,20.063010,13.422678
C0003,12.631614,9.487767
C0004,12.348519,10.840578
C0005,7.483762,4.423680
C0006,17.050823,14.361097
C0007,7.181273,6.218098
C0008,24.613027,17.897559
C0009,24.954274,16.438412
C0010,7.442568,13.493930
C0001,10.392718,3.921647
C0002,19.624080,13.586255
C0003,12.382485,9.627172
C0004,11.728682,10.487839
C0005,7.643639,4.566132
C0006,16.571329,14.409252
C0007,6.844364,6.360711
C0008,24.548310,17.995516
C0009,24.575186,15.950953
C0010,7.950715,13.494477
C0001,9.974750,3.711818
C0002,19.662797,13.583529
C0003,12.309880,9.329715
C0004,11.418630,10.904162
C0005,7.772757,4.321768
C0006,16.508768,14.154653
C0007,7.051855,6.370950
C0008,24.706797,17.659725
C0009,25.037209,15.737484
C0010,8.395038,13.267381
C0001,9.826892,4.129878
C0002,19.554999,13.822126
C0003,12.566662,9.277194
C0004,11.637509,10.825217
C0005,7.934537,4.599016
C0006,16.029472,14.278640
C0007,7.027804,6.503349
C0008,24.413192,17.630092
C0009,24.951734,15.161027
C0010,8.421517,13.249293
C0001,10.049581,3.983383
C0002,19.608771,14.018112
C0003,12.730862,9.533793
C0004,11.530770,10.669928
C0005,7.637546,4.737555
C0006,15.902558,14.785732
C0007,7.006063,6.298121
C0008,24.444526,18.093794
C0009,25.438367,14.830583
C0010,8.463911,13.270450
C0001,9.731719,3.988602
C0002,19.470648,14.029580
C0003,12.532877,9.254351
C0004,11.698551,10.535203
C0005,7.170868,4.546979
C0006,15.913330,14.881896
C0007,7.034595,6.382621
C0008,24.433174,18.710695
C0009,25.096324,15.144772
C0010,8.449470,13.137624
C0001,9.281361,4.090777
C0002,19.291138,14.325477
C0003,12.313653,9.227880
C0004,11.846053,10.552151
C0005,6.819092,4.565627
C0006,16.131263,15.133237
C0007,7.449131,6.126258
C0008,23.757337,18.585888
C0009,25.052601,15.196386
C0010,8.699237,13.242986
C0001,9.061819,4.167484
C0002,19.140845,14.224322
C0003,12.214600,9.473541
C0004,11.786261,11.205057
C0005,6.714791,4.686554
C0006,15.638054,15.076366
C0007,7.761456,6.335075
C0008,23.996322,18.400496
C0009,24.651392,14.895353
C0010,8.328205,13.267038
C0001,9.178529,3.428803
C0002,18.940265,13.897642
C0003,12.195707,9.335968
C0004,11.720749,10.845860
C0005,6.900191,4.391056
C0006,15.833316,14.949654
C0007,7.529077,5.849712
C0008,23.522321,18.255053
C0009,24.031356,14.658715
C0010,8.559774,13.288753
C0001,8.800659,3.775027
C0002,18.761261,13.956588
C0003,11.963851,9.306065
C0004,11.732788,10.909044
C0005,6.325466,4.461752
C0006,15.880896,14.656565
C0007,7.659323,5.809528
C0008,23.477122,18.317169
C0009,23.783675,14.182856
C0010,8.641337,13.552847
C0001,8.884313,4.097359
C0002,17.929669,13.782984
C0003,12.470683,9.200662
C0004,11.872512,10.689482
C0005,6.126132,4.668113
C0006,15.760728,14.353066
C0007,7.779785,5.738586
C0008,23.373257,18.041692
C0009,23.041587,14.121359
C0010,9.290073,13.046907
C0001,8.820168,4.487766
C0002,18.199855,13.514626
C0003,12.208908,9.183092
C0004,12.341980,10.663904
C0005,6.199447,4.450864
C0006,15.930173,14.102155
C0007,7.454978,6.002772
C0008,23.653397,17.864711
C0009,23.090999,14.123944
C0010,9.713269,12.831743
C0001,8.607152,4.305192
C0002,18.034440,13.663279
C0003,12.814167,9.416964
C0004,12.058038,10.649278
C0005,6.150248,4.044948
C0006,16.250646,14.686366
C0007,7.462816,5.747186
C0008,23.749869,17.395919
C0009,22.825556,14.797172
C0010,9.863968,12.733103
C0001,8.200056,3.888992
C0002,18.487919,13.477080
C0003,12.715209,9.486410
C0004,11.886101,10.740322
C0005,6.333070,3.807001
C0006,16.107269,15.215144
C0007,7.057210,5.590418
C0008,23.288493,17.034047
C0009,22.877902,14.993197
C0010,9.860525,13.135582
C0001,8.134903,3.662222
C0002,18.770091,13.085184
C0003,12.325896,9.746640
C0004,11.701014,10.184660
C0005,6.210902,3.462806
C0006,16.125317,15.492636
C0007,7.027964,5.569539
C0008,23.136892,16.940975
C0009,22.711748,15.012116
C0010,9.872200,13.106952
C0001,7.901156,3.298425
C0002,18.504114,13.469446
C0003,12.344346,10.089748
C0004,11.471207,10.283896
C0005,5.866754,3.488591
C0006,16.025827,16.163939
C0007,6.965620,5.485014
C0008,23.720826,16.849934
C0009,22.361334,15.034245
C0010,10.187050,13.547396
C0001,8.092774,3.772339
C0002,18.131815,13.407504
C0003,12.506617,10.136517
C0004,11.158734,9.925215
C0005,5.091924,3.411074
C0006,16.192343,15.911709
C0007,6.442426,5.190341
C0008,23.778628,17.320011
C0009,22.019801,14.722260
C0010,10.706062,13.405990
C0001,8.375560,3.888139
C0002,17.974944,13.795369
C0003,12.245760,10.232777
C0004,10.840138,10.763886
C0005,4.963878,3.402706
C0006,16.101517,15.978828
C0007,6.325178,5.268321
C0008,23.751013,17.715021
C0009,22.045563,14.788005
C0010,10.842633,13.385665
C0001,8.126958,3.623849
C0002,17.535201,13.875931
C0003,12.579536,10.593885
C0004,10.675632,10.680574
C0005,4.775876,3.568654
C0006,15.941921,16.041762
C0007,5.782132,5.515371
C0008,23.540412,17.460177
C0009,21.765642,15.384196
C0010,11.056216,13.029800
C0001,8.302636,3.529744
C0002,17.515251,14.156063
C0003,12.785637,10.633122
C0004,10.809658,10.956016
C0005,4.773209,3.437320
C0006,15.980560,16.011522
C0007,5.720605,5.514625
C0008,23.355554,17.892767
C0009,21.549221,15.497330
C0010,10.763315,13.276130
C0001,8.356185,3.352018
C0002,17.207687,14.442759
C0003,12.963984,10.651494
C0004,10.772420,11.390587
C0005,4.789379,4.031697
C0006,16.114981,15.914572
C0007,5.900334,5.393065
C0008,22.832814,17.619333
C0009,21.352156,15.368768
C0010,11.052560,13.180154
C0001,7.838132,3.469474
C0002,17.301165,14.405651
C0003,12.246768,10.500210
C0004,10.512332,11.727860
C0005,4.802279,3.768990
C0006,15.627476,16.032010
C0007,5.608370,5.272617
C0008,22.342930,17.806703
C0009,21.692230,15.682611
C0010,11.132727,13.107760
C0001,7.978342,3.609491
C0002,17.217787,14.462196
C0003,12.084602,10.223792
C0004,10.082937,11.824524
C0005,4.719674,3.862668
C0006,15.402445,16.142631
C0007,5.850982,5.213082
C0008,22.611401,17.810602
C0009,21.977071,15.262673
C0010,11.410931,13.020084
C0001,7.780809,3.781523
C0002,16.877251,14.724294
C0003,12.247126,10.058529
C0004,10.226596,11.881105
C0005,4.211467,3.937940
C0006,15.501724,16.191311
C0007,6.079052,5.367422
C0008,22.565246,17.262444
C0009,21.782762,15.163267
C0010,11.207568,13.105518
C0001,7.340153,3.502864
C0002,17.092698,15.209820
C0003,12.097750,10.063188
C0004,10.198813,12.358303
C0005,4.718204,3.718549
C0006,15.695159,15.919510
C0007,6.177145,5.429109
C0008,22.543474,16.759073
C0009,22.082272,15.140980
C0010,11.735442,13.149305
C0001,7.589058,3.808486
C0002,17.243405,15.410452
C0003,11.434188,9.900655
C0004,10.274372,12.063406
C0005,4.682984,4.223483
C0006,15.716512,15.683215
C0007,6.439610,5.123731
C0008,21.689996,16.431304
C0009,21.776165,15.379362
C0010,11.840449,13.014869
C0001,7.432805,3.600798
C0002,16.815762,15.446794
C0003,11.631641,9.800246
C0004,10.393514,11.892027
C0005,4.405281,4.447586
C0006,15.801446,15.985075
C0007,6.664835,5.407141
C0008,21.636006,16.640816
C0009,21.868048,15.409454
C0010,11.889261,12.518689
C0001,7.298523,4.094281
C0002,16.465998,15.530263
C0003,11.551801,9.935970
C0004,10.487830,12.239681
C0005,4.663048,4.865944
C0006,15.761566,16.097682
C0007,6.783063,5.529493
C0008,21.302476,16.454219
C0009,21.502139,15.332621
C0010,11.883209,12.292705
C0001,6.975004,3.893968
C0002,16.690617,15.267909
C0003,11.631124,9.849967
C0004,10.605843,12.565435
C0005,4.763677,5.782438
C0006,16.338671,16.143276
C0007,6.632917,5.135846
C0008,20.614672,16.807320
C0009,21.422726,15.160045
C0010,11.894467,12.124471
C0001,6.809219,3.963725
C0002,16.394023,14.907549
C0003,11.449311,9.873938
C0004,10.694657,12.560127
C0005,4.620488,5.804344
C0006,17.023977,16.243894
C0007,6.342092,5.154202
C0008,20.339125,16.797038
C0009,20.625770,15.157805
C0010,11.992836,12.268250
C0001,6.212118,3.674562
C0002,16.226728,14.495513
C0003,11.316211,9.815698
C0004,10.525505,12.166780
C0005,5.125606,5.822937
C0006,17.294238,16.504564
C0007,6.711756,5.328180
C0008,20.040084,16.479544
C0009,20.821894,14.825172
C0010,12.160974,12.385693
C0001,6.424745,3.569716
C0002,16.513721,14.408289
C0003,11.001457,9.948046
C0004,10.440147,11.905287
C0005,5.373574,5.700281
C0006,16.508587,16.261114
C0007,7.134411,5.024331
C0008,20.157934,16.219848
C0009,20.677399,14.939202
C0010,12.248190,12.422347
C0001,6.115605,3.327794
C0002,16.400139,14.346486
C0003,11.269277,9.433900
C0004,10.852695,11.719279
C0005,6.148807,6.314998
C0006,16.474728,16.224597
C0007,6.926590,5.235341
C0008,19.966683,16.190820
C0009,20.253413,14.957227
C0010,12.248552,12.635204
C0001,6.216832,3.022796
C0002,16.378635,14.342979
C0003,11.533739,9.852884
C0004,10.819500,11.516864
C0005,6.038973,6.140568
C0006,16.294692,16.125612
C0007,6.439301,5.311048
C0008,19.472890,16.332469
C0009,19.786436,15.240465
C0010,12.647075,12.799022
C0001,6.465173,3.021291
C0002,16.764112,14.711922
C0003,11.094941,10.015870
C0004,10.285900,11.114004
C0005,5.839809,6.860403
C0006,16.334702,16.627203
C0007,6.571316,5.259908
C0008,19.738295,16.430504
C0009,19.745792,15.537792
C0010,13.169666,12.767577
C0001,6.388753,3.248546
C0002,16.485889,15.033177
C0003,10.559035,9.681290
C0004,10.068397,10.972375
C0005,5.902733,7.110952
C0006,16.067074,16.746725
C0007,6.828691,5.524428
C0008,20.106677,16.380364
C0009,18.939381,15.366913
C0010,13.434286,12.209146
C0001,5.730710,2.932259
C0002,16.589460,15.046488
C0003,10.866491,9.880471
C0004,10.128045,11.159137
C0005,5.525827,7.056413
C0006,15.889219,16.653776
C0007,6.737984,5.582770
C0008,20.011688,16.391486
C0009,18.765130,15.686339
C0010,13.415559,12.274580
C0001,5.786273,2.521820
C0002,16.227385,14.678747
C0003,10.747942,10.278397
C0004,10.606760,10.852926
C0005,5.410426,7.260039
C0006,15.753716,16.562579
C0007,7.034810,5.528929
C0008,19.231325,16.341218
C0009,18.991932,15.950239
C0010,13.246293,12.241529
C0001,5.827070,2.532767
C0002,16.245005,14.239508
C0003,10.972309,10.294260
C0004,10.565970,11.040640
C0005,5.211290,7.310319
C0006,16.122116,16.953150
C0007,6.335446,5.540466
C0008,19.202080,16.416395
C0009,18.486705,16.335249
C0010,13.040999,11.816970
C0001,6.400806,2.421656
C0002,16.221799,14.657515
C0003,10.979058,10.520561
C0004,10.088474,11.269329
C0005,4.999080,7.531512
C0006,16.169546,17.031357
C0007,6.426773,6.006983
C0008,19.345288,16.513690
C0009,18.377273,16.310424
C0010,13.209389,11.889273
C0001,6.520177,2.498728
C0002,15.683459,14.326355
C0003,10.940122,10.697222
C0004,10.350908,11.262634
C0005,5.169371,8.036445
C0006,16.054803,16.992661
C0007,6.182368,6.120135
C0008,18.986399,16.572317
C0009,18.228427,16.035980
C0010,13.551341,12.201493
C0001,5.944124,3.069430
C0002,15.487293,14.327680
C0003,10.561794,10.563202
C0004,10.616087,11.191161
C0005,5.007950,7.464969
C0006,15.910188,16.924794
C0007,6.109928,6.183296
C0008,19.081891,16.863751
C0009,18.005375,16.221537
C0010,12.684017,12.104484
C0001,6.093130,3.005540
C0002,15.609990,14.657703
C0003,10.452263,10.466960
C0004,10.339533,11.075537
C0005,5.109434,7.846498
C0006,16.012110,17.208346
C0007,5.965030,6.178901
C0008,18.985452,16.676875
C0009,17.628934,15.547633
C0010,12.651683,12.298746
C0001,5.636488,2.763331
C0002,15.725397,14.093952
C0003,10.134400,10.879089
C0004,10.446944,11.295157
C0005,4.702660,7.494073
C0006,15.833376,16.839452
C0007,5.925126,6.420543
C0008,18.472975,16.409511
C0009,17.557371,15.834268
C0010,12.561720,12.499119
C0001,5.128231,2.936795
C0002,15.343164,14.218296
C0003,10.266474,10.885567
C0004,10.743253,11.580084
C0005,4.667049,7.342293
C0006,15.943305,16.848999
C0007,5.982067,6.625822
C0008,18.539308,16.560335
C0009,17.824393,15.399394
C0010,12.146922,12.375417
C0001,5.322444,3.026895
C0002,15.230039,14.106999
C0003,10.158031,11.349025
C0004,10.691326,11.494972
C0005,4.561516,7.276027
C0006,15.581504,17.055770
C0007,6.026842,6.707746
C0008,18.992296,16.505449
C0009,17.701763,15.094712
C0010,12.170199,12.484238
C0001,5.121362,3.343230
C0002,15.194218,14.252713
C0003,10.249797,11.071694
C0004,10.620203,12.025423
C0005,4.434153,6.839548
C0006,15.693091,16.581828
C0007,5.753316,6.970863
C0008,19.032054,16.558150
C0009,17.833161,14.852312
C0010,12.586266,12.187985
C0001,5.094264,4.026937
C0002,15.587398,14.292716
C0003,10.504839,11.175517
C0004,10.368968,12.141873
C0005,4.087260,6.949800
C0006,15.599304,16.724613
C0007,6.044092,7.165940
C0008,18.977726,16.436902
C0009,17.553267,14.686361
C0010,13.054391,11.708731
C0001,5.176304,3.809757
C0002,14.912626,14.376849
C0003,10.550712,11.425941
C0004,10.557522,12.338520
C0005,4.159962,6.835270
C0006,15.724151,16.345654
C0007,6.016007,6.346211
C0008,18.564128,16.757455
C0009,17.342078,14.435881
C0010,12.797561,11.606584
C0001,4.905581,3.857617
C0002,14.548734,13.976270
C0003,10.635271,11.271640
C0004,10.622649,12.944733
C0005,4.037559,6.965932
C0006,15.530694,16.438193
C0007,6.000814,5.878213
C0008,18.846087,17.390542
C0009,16.661088,13.946850
C0010,12.924633,12.189672
C0001,4.748832,3.256533
C0002,14.008446,14.390460
C0003,10.026829,11.686686
C0004,10.395478,12.723802
C0005,4.108913,7.071606
C0006,15.639757,16.584302
C0007,5.721448,5.636002
C0008,19.107758,16.952380
C0009,16.975096,13.492210
C0010,13.056197,12.369170
C0001,4.580193,3.246431
C0002,14.341267,14.232618
C0003,10.203177,11.910277
C0004,10.684088,12.889358
C0005,3.926803,6.836331
C0006,14.816183,16.224397
C0007,6.326526,5.781777
C0008,18.608649,16.780991
C0009,16.865393,13.450374
C0010,13.759590,12.846041
C0001,4.679106,3.405993
C0002,14.620757,13.990072
C0003,9.726293,11.899309
C0004,10.206736,12.631869
C0005,3.781931,7.285432
C0006,15.132581,16.052123
C0007,6.215563,5.835123
C0008,18.349310,16.855045
C0009,16.824073,13.426218
C0010,14.082211,12.298531
C0001,4.264650,3.001675
C0002,14.274451,13.867870
C0003,9.459402,11.934266
C0004,10.562509,12.611748
C0005,3.859827,6.990161
C0006,15.746980,15.654135
C0007,6.475804,5.712273
C0008,18.311384,16.704414
C0009,17.091145,13.504335
C0010,14.150882,12.226750
C0001,4.067260,3.192246
C0002,14.476764,13.705605
C0003,9.221382,11.802832
C0004,10.515504,12.531095
C0005,4.252587,6.747796
C0006,15.711544,15.829163
C0007,6.231710,5.471497
C0008,18.149861,16.539684
C0009,17.285770,13.412652
C0010,13.998423,11.875243
C0001,3.963320,3.113447
C0002,14.333797,13.511010
C0003,9.239445,11.634327
C0004,10.441438,12.534284
C0005,3.796379,6.502376
C0006,15.449532,15.758751
C0007,5.952216,5.845365
C0008,18.482636,16.519459
C0009,17.418413,13.673447
C0010,14.176262,12.001199
C0001,3.826039,3.352584
C0002,14.103827,13.299800
C0003,9.057755,11.609554
C0004,10.175617,12.593404
C0005,4.527247,6.313058
C0006,14.797633,15.514924
C0007,6.107129,5.408147
C0008,18.082917,16.938748
C0009,17.285235,13.320760
C0010,13.897887,12.414706
C0001,3.495829,3.231302
C0002,13.782118,13.064929
C0003,9.530702,11.734409
C0004,10.177263,12.431166
C0005,4.310131,6.466262
C0006,14.959754,15.414577
C0007,6.100929,5.543446
C0008,18.265188,16.643168
C0009,16.656666,13.491699
C0010,13.994676,12.577026
C0001,3.731370,2.980499
C0002,13.312562,13.843938
C0003,9.622486,11.834443
C0004,10.706931,13.113685
C0005,4.311567,6.916051
C0006,15.197207,15.356624
C0007,6.285369,5.419924
C0008,18.033852,16.513063
C0009,16.571410,12.892945
C0010,13.550666,12.396263
C0001,3.611618,3.068494
C0002,13.403263,14.294037
C0003,9.792866,11.554646
C0004,10.749662,13.383967
C0005,4.525122,6.538558
C0006,14.877189,15.184409
C0007,6.245345,5.284329
C0008,18.014240,16.607839
C0009,17.009313,12.959457
C0010,13.500869,12.695675
C0001,3.479086,3.307044
C0002,13.422678,14.370093
C0003,9.487767,11.612939
C0004,10.840578,13.855947
C0005,4.423680,6.378298
C0006,14.361097,15.406523
C0007,6.218098,4.760004
C0008,17.897559,16.713238
C0009,16.438412,12.753902
C0010,13.493930,12.715540
C0001,3.921647,3.621341
C0002,13.586255,14.422849
C0003,9.627172,11.813592
C0004,10.487839,14.290880
C0005,4.566132,6.479182
C0006,14.409252,15.741200
C0007,6.360711,4.667725
C0008,17.995516,16.696651
C0009,15.950953,12.538687
C0010,13.494477,13.035580
C0001,3.711818,3.752320
C0002,13.583529,14.281212
C0003,9.329715,11.801697
C0004,10.904162,14.597440
C0005,4.321768,6.455571
C0006,14.154653,15.461116
C0007,6.370950,4.708562
C0008,17.659725,16.110830
C0009,15.737484,12.698051
C0010,13.267381,12.930255
C0001,4.129878,3.627195
C0002,13.822126,14.539969
C0003,9.277194,11.351163
C0004,10.825217,15.162860
C0005,4.599016,6.304858
C0006,14.278640,15.306240
C0007,6.503349,5.005783
C0008,17.630092,16.306195
C0009,15.161027,13.341776
C0010,13.249293,12.886461
C0001,3.983383,3.603829
C0002,14.018112,14.116745
C0003,9.533793,11.202587
C0004,10.669928,14.953249
C0005,4.737555,6.164481
C0006,14.785732,14.800195
C0007,6.298121,5.485111
C0008,18.093794,15.886417
C0009,14.830583,12.463624
C0010,13.270450,12.560932
C0001,3.988602,3.441102
C0002,14.029580,13.792227
C0003,9.254351,11.468166
C0004,10.535203,14.913846
C0005,4.546979,6.162146
C0006,14.881896,14.978058
C0007,6.382621,5.563650
C0008,18.710695,16.161549
C0009,15.144772,12.081407
C0010,13.137624,12.423119
C0001,4.090777,3.646287
C0002,14.325477,13.070587
C0003,9.227880,11.017508
C0004,10.552151,15.059185
C0005,4.565627,6.013865
C0006,15.133237,15.248471
C0007,6.126258,5.792563
C0008,18.585888,15.806050
C0009,15.196386,12.140032
C0010,13.242986,12.791404
C0001,4.167484,3.700082
C0002,14.224322,12.804429
C0003,9.473541,11.221428
C0004,11.205057,15.242125
C0005,4.686554,6.162090
C0006,15.076366,15.453083
C0007,6.335075,4.921515
C0008,18.400496,16.053665
C0009,14.895353,12.602742
C0010,13.267038,12.935779
C0001,3.428803,3.766506
C0002,13.897642,13.023694
C0003,9.335968,11.267435
C0004,10.845860,15.428269
C0005,4.391056,6.152871
C0006,14.949654,15.227994
C0007,5.849712,4.632244
C0008,18.255053,15.756768
C0009,14.658715,12.143286
C0010,13.288753,12.644679
C0001,3.775027,4.285176
C0002,13.956588,13.257783
C0003,9.306065,11.034994
C0004,10.909044,15.312018
C0005,4.461752,6.175796
C0006,14.656565,15.036862
C0007,5.809528,4.654786
C0008,18.317169,15.974963
C0009,14.182856,12.073688
C0010,13.552847,12.761224
C0001,4.097359,4.547016
C0002,13.782984,13.193684
C0003,9.200662,11.067123
C0004,10.689482,15.220119
C0005,4.668113,6.157803
C0006,14.353066,14.942815
C0007,5.738586,4.504979
C0008,18.041692,16.017018
C0009,14.121359,12.178533
C0010,13.046907,12.822038
C0001,4.487766,4.694745
C0002,13.514626,12.995651
C0003,9.183092,10.669286
C0004,10.663904,15.338683
C0005,4.450864,6.346769
C0006,14.102155,14.957682
C0007,6.002772,4.898232
C0008,17.864711,16.270608
C0009,14.123944,12.892774
C0010,12.831743,12.782144
C0001,4.305192,4.408936
C0002,13.663279,12.798626
C0003,9.416964,10.458993
C0004,10.649278,15.473290
C0005,4.044948,5.712611
C0006,14.686366,15.338666
C0007,5.747186,4.829997
C0008,17.395919,16.188821
C0009,14.797172,12.515695
C0010,12.733103,12.767575
C0001,3.888992,4.417663
C0002,13.477080,12.781692
C0003,9.486410,10.511568
C0004,10.740322,15.299151
C0005,3.807001,5.448098
C0006,15.215144,15.494144
C0007,5.590418,4.859891
C0008,17.034047,16.235876
C0009,14.993197,12.759039
C0010,13.135582,12.490912
C0001,3.662222,4.175609
C0002,13.085184,13.163029
C0003,9.746640,10.037758
C0004,10.184660,14.918673
C0005,3.462806,5.680476
C0006,15.492636,15.558806
C0007,5.569539,4.891431
C0008,16.940975,16.199160
C0009,15.012116,12.703675
C0010,13.106952,12.485144
C0001,3.298425,4.573733
C0002,13.469446,13.063338
C0003,10.089748,9.949366
C0004,10.283896,15.437361
C0005,3.488591,5.682770
C0006,16.163939,16.198496
C0007,5.485014,4.862027
C0008,16.849934,16.583948
C0009,15.034245,12.161888
C0010,13.547396,12.550367
C0001,3.772339,4.119872
C0002,13.407504,13.323183
C0003,10.136517,9.558168
C0004,9.925215,15.515649
C0005,3.411074,5.595641
C0006,15.911709,15.854206
C0007,5.190341,4.395703
C0008,17.320011,16.423278
C0009,14.722260,12.604930
C0010,13.405990,12.485974
C0001,3.888139,4.391955
C0002,13.795369,13.320631
C0003,10.232777,9.773430
C0004,10.763886,14.983986
C0005,3.402706,5.474307
C0006,15.978828,16.121187
C0007,5.268321,4.353591
C0008,17.715021,16.386509
C0009,14.788005,12.417556
C0010,13.385665,12.838635
C0001,3.623849,4.482886
C0002,13.875931,13.347276
C0003,10.593885,9.919451
C0004,10.680574,15.153924
C0005,3.568654,5.531740
C0006,16.041762,16.558472
C0007,5.515371,4.341551
C0008,17.460177,16.455278
C0009,15.384196,12.170395
C0010,13.029800,12.899906
C0001,3.529744,4.945525
C0002,14.156063,13.175299
C0003,10.633122,9.551386
C0004,10.956016,15.440387
C0005,3.437320,5.484382
C0006,16.011522,16.573253
C0007,5.514625,4.333993
C0008,17.892767,16.466042
C0009,15.497330,12.356417
C0010,13.276130,12.675099
C0001,3.352018,4.653903
C0002,14.442759,13.214970
C0003,10.651494,9.049876
C0004,11.390587,15.040366
C0005,4.031697,6.019227
C0006,15.914572,16.778859
C0007,5.393065,4.336617
C0008,17.619333,16.811257
C0009,15.368768,11.994973
C0010,13.180154,12.603286
C0001,3.469474,4.836751
C0002,14.405651,13.486898
C0003,10.500210,9.164334
C0004,11.727860,14.306438
C0005,3.768990,5.731308
C0006,16.032010,16.901814
